date,symbol,mom_ratio,foot_ratio,stab_ratio,atw,delivery_turnover,MOMENTUM_SCORE,FOOTPRINT_SCORE,STABILITY_SCORE,SIS,Whale_Density,Implied_Trades,passes_conditions
2024-07-31,SOLARINDS,1.5293265551138904,1.6259414475450897,1.147378512229775,82376.79690963207,1251575321.0,83.79152348224514,86.8270332187858,73.08132875143184,79.09646204083081,0.07191766788667758,15193.299180750946,True
2024-01-31,SPENCERS,1.2490094274263912,2.747544489398316,1.5444576643407757,34140.45363908275,213363875.35000002,61.942577886377514,98.59499083689677,96.70128283445327,88.99332271630288,3.081314310604998,6249.5911040194505,True
2023-02-21,SRF,1.1689314487236966,1.0760750561742483,1.1094304381169227,39963.511245384354,756449523.8,52.09080047789725,62.48506571087217,73.05854241338112,65.15960548729669,0.18005539453785419,18928.505034386017,True
2023-03-14,SRF,1.0550499042794945,1.1709002000399862,1.1184525627555286,62366.23354516568,769298147.6,48.44368986983588,58.06451612903226,70.57159026598755,61.74664411883385,0.2746452585437334,12335.170874843254,True
2023-04-03,SRF,1.115889032056297,1.2366776391480294,1.1904442250018008,106171.37052250342,1890231990.1499999,67.87709497206704,67.31843575418995,77.82122905027933,72.501794081746,0.4535091392147787,17803.594140751513,True
2023-04-04,SRF,1.2717118913683436,1.554984428791599,1.316402370464126,106171.37052250342,1890231990.1499999,78.93854748603351,86.36871508379889,88.2122905027933,85.73020643460363,0.4526942960002143,17803.594140751513,True
2023-07-17,STARHEALTH,1.390774221179645,1.2474211614436472,1.0467788797706024,43316.518234414616,538057489.5,75.75199508901166,69.9815837937385,60.28238182934316,65.99300497231262,0.739600937253551,12421.531356426467,True
2024-01-12,STARHEALTH,1.3852625209707314,1.737284951018026,1.212338120844557,30700.82990351528,471232651.5,70.56303549571604,84.08812729498165,84.57772337821298,81.42876722864793,0.5680818347064343,15349.182839062058,True
2023-05-26,SUMICHEM,1.3418902452309387,1.3683239189002143,1.4103851394704239,29902.911324786324,120456658.15,67.09569110240626,75.15388919977616,95.46726357022943,82.81495812538951,0.7500494724656612,4028.258547861,True
2024-01-03,SUMICHEM,1.0112189993633645,1.678578437899839,1.369123954880598,22920.043147037013,154223609.4,48.758328285887345,92.06541490006057,94.60932768019383,82.2261459467125,0.5596454234529246,6728.766102691096,True
2024-01-04,SUMICHEM,1.0320022355852272,1.8369753207007573,1.4886789344253921,21492.306575700393,154261623.6,57.2639225181598,91.52542372881356,96.5496368038741,85.61060994234856,0.5252324560801968,7177.5275983830925,True
2024-01-09,SUMICHEM,1.0373102384970312,2.332756320418648,1.7680803621721102,24604.726150444512,468251160.3,56.53753026634383,96.79176755447942,99.15254237288136,88.00449106853367,0.5999093635566227,19030.94378847783,True
2023-03-13,SUNDRMFAST,1.027995264270082,1.0315609844563811,1.0371517751675459,84306.87575392038,331158989.7,47.14204867006225,47.7645727221279,53.65025466893039,50.49111966015668,0.8525218337374582,3928.0187616797157,True
2023-03-14,SUNDRMFAST,1.230343345480723,1.5838295774010176,1.1702840317446999,32798.03076923077,325774566.0,62.53537068477646,85.51216751556309,78.26825127334465,76.85310000326959,0.3321886941735325,9932.74774001441,True
2024-01-31,SUNPHARMA,1.0098939096387798,1.4238606811767658,1.2336152687082163,38613.89104417954,2750537671.75,40.01221747098351,78.25290164935859,85.21686010995724,71.4574929227811,0.287878494572038,71231.81832680397,True
2024-02-12,SUNPHARMA,1.1398647091504879,1.5242686859470325,1.3316352891180017,58158.08046480014,4453667471.400001,57.06388206388206,75.67567567567568,92.81326781326781,79.22516690629539,0.4139005601360584,76578.65314340212,True
2024-02-13,SUNPHARMA,1.048752968571711,1.524626985671757,1.5075540032359023,61723.31593826601,4476161474.400001,49.75369458128079,80.66502463054186,97.29064039408867,80.4630083121434,0.43575688233140436,72519.7829435628,True
2024-06-26,SUNPHARMA,1.0384972840127626,1.3582999261876296,1.0414549416809853,35673.02838826152,3403477292.55,50.227014755959146,78.2633371169126,59.080590238365495,62.239526683515976,0.23931740691560643,95407.57951657225,True
2023-06-12,SUNTV,1.318729193693335,1.466902109897013,1.038471418793904,33442.48359974129,255536797.79999998,64.8868253047011,69.47185142193848,55.42658154381892,61.2166024140704,0.7483856134689942,7641.08314616851,True
2023-04-12,SUPREMEIND,1.366940483849104,1.177408306257011,1.4497101729644921,41809.869216397405,305407169.25,77.96327212020033,71.34112409571507,92.48747913188647,82.6907245612655,0.1647489134931006,7304.6669356770535,True
2023-07-25,SUPREMEIND,1.1214462220839194,1.5373400648582025,1.0443795944778596,24884.067820238033,652519057.2,48.67201976528722,77.70228536133416,59.60469425571341,61.99001319340827,0.07468966301672535,26222.36291565284,True
2023-09-04,SWANENERGY,1.1994929045805616,1.5291299574283346,1.5393327346486074,46552.283238530654,448850203.2,70.27546444586802,80.52530429212044,95.32351057014733,85.26644292752385,1.6245759173446077,9641.851526382128,True
2023-08-01,TARC,1.372356678897169,1.4216777312444493,1.2370186416531084,26724.11067193676,125494407.0,71.21588089330024,72.51861042183623,86.60049627791562,78.96482899897347,3.840997857411379,4695.924535733302,True
2023-04-10,TATACOFFEE,1.665450153709402,1.501436213118978,1.3179358751686874,50432.6503191132,132385551.3,89.92765720645521,84.91930996104618,89.20422927100724,88.0389201877629,2.457807735807945,2624.996910975902,True
2023-05-25,TATACOMM,1.0721635044223405,1.1979202478252846,1.1397730511239597,35372.94117647059,386069386.5,43.288590604026844,67.4496644295302,76.51006711409396,65.76499571555635,0.28249314061421194,10914.257442544984,True
2023-08-22,TATACOMM,1.2039914231795987,1.0764931996979894,1.0085181212773329,48940.87740299979,931773959.5500001,63.60177552314521,64.55294863665188,62.33354470513633,63.245610166865646,0.2860804321578711,19038.76695706497,True
2023-03-27,TATACONSUM,1.3503113838369238,1.5015897651108359,1.2129285365212736,79465.21765638336,2126083444.75,74.83183856502242,86.09865470852019,83.01569506726457,82.20586955588945,1.1246453049825762,26754.89361827997,True
2024-07-31,TATACONSUM,1.2724697123367739,1.229153055711326,1.0146265142369555,37066.3130529582,1311201405.8500001,71.64948453608247,68.72852233676976,50.0,59.12495080813841,0.31471400448737014,35374.47611734762,True
2023-01-17,TATAMETALI,1.1539521082551396,2.147153869605179,1.3714299973608624,28552.909112454083,352591650.0,53.54090354090354,96.3980463980464,94.07814407814408,84.69389584123135,0.35455875267868053,12348.711951252915,True
2023-01-18,TATAMETALI,1.1041356288646829,2.454147021024028,1.4806309663329902,37086.30733555794,362722500.0,52.68620268620269,97.55799755799755,95.90964590964592,85.54930844053764,0.4583690926967184,9780.496524447062,True
2024-01-18,TATAMETALI,1.000814232990081,1.2761996404050049,1.2931190434595528,25337.53814852492,89692753.14999999,43.73464373464373,69.71744471744472,92.38329238329239,73.15174152428477,0.24019526000448263,3539.915860184769,True
2024-01-19,TATAMETALI,1.0147862622911787,1.4634405405681923,1.3964200303767793,27779.575007928957,91999400.35000001,43.58816276202219,76.57213316892725,96.11590628853267,76.69638621773557,0.2632044397172307,3311.764140514791,True
2024-08-28,TATAMTRDVR,1.0739470360304413,1.8928989809178383,1.596560424119081,123031.77956476307,5840385993.2,63.278495887191546,92.8319623971798,95.41715628672151,87.18516667343208,1.6660805821706772,47470.54796623226,True
