ticker,trigger_date,engine,market_cap_class,raw_status,return_pct,outcome_tag,market_cap_cr,bse_scrip
RPPINFRA,2026-08-07,SBIA_ALPHA,S,MOMENTUM_LOST,-0.6049123489911293,LOSER,267.763968,533284
RPPINFRA,2026-08-11,SBIA_ALPHA,S,MOMENTUM_LOST,-1.793037956171761,LOSER,267.763968,533284
RPPINFRA,2026-08-12,SBIA_ALPHA,S,MOMENTUM_LOST,-2.1605996667883405,LOSER,267.763968,533284
CEMPRO,2026-07-02,SBIA_ALPHA,L,HIT_TP,15.207888608935122,WINNER,22315.2078848,509496
CEMPRO,2026-07-06,SBIA_ALPHA,L,HIT_SL,-7.542864992182821,LOSER,22315.2078848,509496
CEMPRO,2026-07-20,SBIA_ALPHA,L,HIT_SL,-8.931425702363576,LOSER,22315.2078848,509496
ENDURANCE,2026-07-15,SBIA_ALPHA,L,HIT_SL,-5.551047944371498,LOSER,38995.9614464,540153
ICICIPRULI,2026-08-06,SBIA_ALPHA,L,MOMENTUM_LOST,-1.7356977895401762,LOSER,71697.5046656,540133
INDUSTOWER,2026-07-07,SBIA_ALPHA,L,MOMENTUM_LOST,0.9443741442896684,LOSER,99369.7857536,534816
TORNTPHARM,2026-07-13,SBIA_ALPHA,L,HIT_SL,-3.9486188099289374,LOSER,184744.67328,500420
TORNTPHARM,2026-07-16,SBIA_ALPHA,L,HIT_SL,-4.869505128056489,LOSER,184744.67328,500420
PHOENIXLTD,2026-07-07,SBIA_ALPHA,L,HIT_SL,-5.253446082484105,LOSER,69461.0427904,503100
SOFTTECH,2026-08-18,SBIA_ALPHA,M,MOMENTUM_LOST,1.947271027914592,LOSER,584.13824,543470
STYLEBAAZA,2026-08-18,SBIA_ALPHA,M,MOMENTUM_LOST,-0.447035345896839,LOSER,3038.985216,544243
PFIZER,2026-08-17,SBIA_ALPHA,L,MOMENTUM_LOST,-1.8367851881047084,LOSER,21043.9569408,500680
EMIL,2026-07-31,SBIA_ALPHA,M,HIT_TP,16.709110433992215,WINNER,6640.7641088,543626
ANTHEM,2026-07-22,SBIA_ALPHA,L,HIT_SL,-5.19964147513986,LOSER,52427.5613696,544449
BAJAJFINSV,2026-07-14,SBIA_ALPHA,L,HIT_TP,8.991555346953222,WINNER,315248.214016,532978
HCG,2026-07-21,SBIA_ALPHA,L,HIT_TP,13.552250708884689,WINNER,10510.1287424,539787
HCG,2026-07-15,SBIA_ALPHA,L,HIT_TP,14.602634219184152,WINNER,10510.1287424,539787
JPOLYINVST,2026-08-19,SBIA_ALPHA,M,MOMENTUM_LOST,0.2733635895172175,LOSER,1059.602432,536773
THERMAX,2026-07-21,SBIA_ALPHA,L,HIT_SL,-8.449367422760126,LOSER,41116.7653888,500411
WONDERLA,2026-08-20,SBIA_ALPHA,M,MOMENTUM_LOST,9.620484250009511,WINNER,3389.94688,538268
PFIZER,2026-08-20,SBIA_ALPHA,L,HIT_SL,-4.714867285042823,LOSER,21043.9569408,500680
WINDMACHIN,2026-08-20,SBIA_ALPHA,M,MOMENTUM_LOST,-4.07175906176872,LOSER,3174.6523136,522029
STEELCAS,2026-08-20,SBIA_ALPHA,M,MOMENTUM_LOST,-2.4811887681023173,LOSER,3283.9399424,513517
DIVISLAB,2026-07-02,SBIA_ALPHA,L,HIT_TP,6.97985134636258,WINNER,241576.3914752,532488
HEROMOTOCO,2026-07-31,SBIA_ALPHA,L,HIT_TP,8.074322231165123,WINNER,106074.832896,500182
AVALON,2026-07-06,SBIA_ALPHA,L,HIT_TP,15.46419672172685,WINNER,14609.1016192,543896
CSLFINANCE,2026-07-21,SBIA_ALPHA,M,MOMENTUM_LOST,5.031739405757616,WINNER,566.6846208,530067
CONSUMER,2026-08-21,SBIA_ALPHA,S,MOMENTUM_LOST,-0.570030100540418,LOSER,,500800
BIL,2026-08-21,SBIA_ALPHA,M,MOMENTUM_LOST,7.472029652908163,WINNER,1225.376256,500059
PIDILITIND,2026-07-24,SBIA_ALPHA,L,MOMENTUM_LOST,5.671906181246087,WINNER,165863.489536,500331
NIYOGIN,2026-08-12,SBIA_ALPHA,M,HIT_SL,-11.364697585008605,LOSER,643.343872,538772
ACESOFT,2026-08-21,SBIA_ALPHA,S,MOMENTUM_LOST,13.274336283185844,WINNER,480.5633024,531525
KINETICENG,2026-07-31,SBIA_ALPHA,M,HIT_SL,-10.906127222556638,LOSER,610.881792,500240
HIMTEK,2026-08-13,SBIA_ALPHA,S,MOMENTUM_LOST,0.8291648728418493,LOSER,282.036736,505712
TIERRA,2026-08-24,SBIA_ALPHA,S,MOMENTUM_LOST,44.68035347102887,WINNER,401.1972352,543531
PURSHOTTAM,2026-08-24,SBIA_ALPHA,S,MOMENTUM_LOST,-0.1412515525493922,LOSER,24.1257088,538647
TIERRA,2026-08-20,SBIA_ALPHA,S,MOMENTUM_LOST,11.787501361149388,WINNER,401.1972352,543531
TLL,2026-08-13,SBIA_ALPHA,S,HIT_TP,10.763996575714124,WINNER,355.1228928,543616
SHUKRAPHAR,2026-08-25,SBIA_ALPHA,M,HIT_TP,19.691467456217648,WINNER,2283.2789504,524632
SETL,2026-08-26,SBIA_ALPHA,M,HIT_TP,16.93185938495179,WINNER,8149.2344832,544333
PAYTM,2026-08-26,SBIA_ALPHA,L,HIT_SL,-6.538460725472442,LOSER,106396.0444928,543396
NATFIT,2026-08-20,SBIA_ALPHA,S,MOMENTUM_LOST,20.50988394491309,WINNER,213.1368576,531289
ALKEM,2026-07-03,SBIA_ALPHA,L,HIT_SL,-3.2719100958568137,LOSER,62054.23616,539523
ALKEM,2026-07-15,SBIA_ALPHA,L,HIT_SL,-4.25491679444455,LOSER,62054.23616,539523
CHANDRIMA,2026-08-19,SBIA_ALPHA,M,HIT_TP,30.27784208107292,WINNER,566.7213312,540829
LAURUSLABS,2026-08-27,SBIA_ALPHA,L,HIT_SL,-4.187089937984619,LOSER,99417.4435328,540222
ASIANHOTNR,2026-08-28,SBIA_ALPHA,M,HIT_TP,14.364840726714789,WINNER,1657.3667328,500023
KTKBANK,2026-08-14,SBIA_ALPHA,L,MOMENTUM_LOST,8.235104312168861,WINNER,12858.1697536,532652
EMAMILTD,2026-08-26,SBIA_ALPHA,L,HIT_SL,-4.497982352833475,LOSER,16019.5493888,531162
PRARUH,2026-08-28,SBIA_ALPHA,S,HIT_TP,14.421165780784658,WINNER,177.050304,544538
LAURUSLABS,2026-08-31,SBIA_ALPHA,L,HIT_SL,-4.70869042276669,LOSER,99417.4435328,540222
INDOSTAR,2026-08-06,SBIA_ALPHA,M,MOMENTUM_LOST,8.821770409219289,WINNER,4146.6228736,541336
STOVEKRAFT,2026-07-16,SBIA_ALPHA,M,MOMENTUM_LOST,8.597522689292783,WINNER,2761.150464,543260
SHANKARA,2026-07-30,SBIA_ALPHA,S,MOMENTUM_LOST,6.367091574642217,WINNER,357.5805696,540425
SHANKARA,2026-08-06,SBIA_ALPHA,S,MOMENTUM_LOST,5.0996431679448335,WINNER,357.5805696,540425
SHANKARA,2026-08-03,SBIA_ALPHA,S,MOMENTUM_LOST,4.410931924748107,WINNER,357.5805696,540425
MRTX,2026-08-21,FLEXGATE_LEGACY,M,HIT_SL,-10.920427867931364,LOSER,594.4850432,544773
AIRFLOA,2026-08-21,FLEXGATE_LEGACY,M,HIT_SL,4.519361958924931,WINNER,1155.5914752,544516
ABSL10BANK,2026-08-20,FLEXGATE_LEGACY,S,HIT_SL,-1.812532549577252,LOSER,,544719
ORICONENT,2026-08-20,FLEXGATE_LEGACY,M,HIT_SL,-9.865060566946484,LOSER,846.8247552,513121
TATSILV,2026-08-20,FLEXGATE_LEGACY,S,HIT_SL,-4.50717495664292,LOSER,,590161
APOLLOTYRE,2026-08-20,FLEXGATE_LEGACY,L,HIT_SL,2.4408508265682807,LOSER,27254.7659776,500877
COLPAL,2026-08-19,FLEXGATE_LEGACY,L,HIT_SL,-4.003507726269148,LOSER,49751.6118016,500830
ANURAS,2026-08-19,FLEXGATE_LEGACY,L,HIT_SL,-0.7373706759928554,LOSER,14049.0702848,543275
GLAXO,2026-08-18,FLEXGATE_LEGACY,L,HIT_SL,-6.453487547576802,LOSER,50042.5424896,500660
GROWW,2026-08-18,FLEXGATE_LEGACY,L,HIT_SL,-1.137713151452897,LOSER,120426.1748736,544603
POLICYBZR,2026-08-18,FLEXGATE_LEGACY,L,HIT_SL,-1.262985031099224,LOSER,84830.912512,543390
CORDELIA,2026-08-17,FLEXGATE_LEGACY,M,HIT_SL,-11.301284255972991,LOSER,7484.8714752,544802
SHREECEM,2026-08-17,FLEXGATE_LEGACY,L,HIT_SL,-4.808000232903424,LOSER,86070.624256,500387
LENSKART,2026-08-17,FLEXGATE_LEGACY,L,HIT_SL,3.2199397036003345,WINNER,118266.0165632,544600
HYUNDAI,2026-08-17,FLEXGATE_LEGACY,L,HIT_SL,-3.774717396774709,LOSER,179165.3183488,544274
DEFENCE,2026-08-17,FLEXGATE_LEGACY,S,HIT_SL,-1.689621587947384,LOSER,,533107
SAMMAANCAP,2026-08-14,FLEXGATE_LEGACY,L,HIT_SL,-2.638442510377417,LOSER,18137.7646592,535789
CPPLUS,2026-08-14,FLEXGATE_LEGACY,L,HIT_SL,-6.545283987689281,LOSER,43830.3096832,544466
GVPIL,2026-08-14,FLEXGATE_LEGACY,M,HIT_SL,-15.117000133276903,LOSER,4349.6173568,532309
SETL,2026-08-24,FLEXGATE_LEGACY,M,HIT_SL,18.69583189308428,WINNER,8149.2344832,544333
GROWWLIQID,2026-08-24,FLEXGATE_LEGACY,S,HIT_SL,0.090517971644447,LOSER,,590159
SHYAMMETL,2026-08-24,FLEXGATE_LEGACY,L,HIT_SL,4.620701928355753,WINNER,29586.112512,543299
TATAPOWER,2026-08-25,FLEXGATE_LEGACY,L,HIT_SL,-4.478261472586393,LOSER,117588.492288,500400
DABUR,2026-08-25,FLEXGATE_LEGACY,L,HIT_SL,-3.718337163347344,LOSER,67570.0211712,500096
KALIND,2026-08-26,FLEXGATE_LEGACY,S,HIT_SL,-3.443572240885383,LOSER,455.259136,526935
ADANIENT,2026-08-27,FLEXGATE_LEGACY,L,HIT_SL,-6.1290187067870185,LOSER,418069.5842816,512599
NOVUS,2026-08-14,FLEXGATE_LEGACY,S,HIT_TP,30.487405953549228,WINNER,320.1786112,544735
PESB,2026-09-04,FLEXGATE_LEGACY,S,HIT_SL,-7.380987014382649,LOSER,418.4215296,544141
AIRFLOA,2026-08-21,FLEXGATE_2,M,HIT_SL,4.519361958924931,WINNER,1155.5914752,544516
MRTX,2026-08-21,FLEXGATE_2,M,HIT_SL,-10.920427867931364,LOSER,594.4850432,544773
ORICONENT,2026-08-20,FLEXGATE_2,M,HIT_SL,-9.865060566946484,LOSER,846.8247552,513121
KALIND,2026-08-26,FLEXGATE_2,S,HIT_SL,-3.443572240885383,LOSER,455.259136,526935
NOVUS,2026-08-14,FLEXGATE_2,S,HIT_TP,30.487405953549228,WINNER,320.1786112,544735
